"ID","NOM","FECHA_HORA","T","H"
"EST01","San Pedro",2025-01-03 11:45:00,17.2,68
"EST01","San Pedro",2025-01-03 12:00:00,17.5,59
"EST01","San Pedro",2025-01-03 12:15:00,22.3,67
"EST01","San Pedro",2025-01-03 12:30:00,22.8,66
"EST01","San Pedro",2025-01-03 12:45:00,22.5,74
"EST01","San Pedro",2025-01-03 13:00:00,14.3,71
"EST01","San Pedro",2025-01-03 13:15:00,24.2,65
"EST01","San Pedro",2025-01-03 13:30:00,20.8,71
"EST01","San Pedro",2025-01-03 13:45:00,17.4,74
"EST01","San Pedro",2025-01-03 14:00:00,19.3,87
"EST01","San Pedro",2025-01-03 14:15:00,14,79
"EST01","San Pedro",2025-01-03 14:30:00,13.4,80
"EST01","San Pedro",2025-01-03 14:45:00,16.6,77
"EST01","San Pedro",2025-01-03 15:00:00,12.6,77
"EST01","San Pedro",2025-01-03 15:15:00,16.6,82
"EST01","San Pedro",2025-01-03 15:30:00,19.7,78
"EST01","San Pedro",2025-01-03 15:45:00,12.6,77
"EST01","San Pedro",2025-01-03 16:00:00,13.3,79
"EST01","San Pedro",2025-01-03 16:15:00,15.5,88
"EST01","San Pedro",2025-01-03 16:30:00,12.2,84
"EST01","San Pedro",2025-01-03 16:45:00,14,84
"EST01","San Pedro",2025-01-03 17:00:00,17.7,85
"EST01","San Pedro",2025-01-03 17:15:00,18,83
"EST01","San Pedro",2025-01-03 17:30:00,16.2,79
"EST01","San Pedro",2025-01-03 17:45:00,9.4,77
"EST01","San Pedro",2025-01-03 18:00:00,14.8,75
"EST01","San Pedro",2025-01-03 18:15:00,18.2,81
"EST01","San Pedro",2025-01-03 18:30:00,17.5,83
"EST01","San Pedro",2025-01-03 18:45:00,14.6,86
"EST01","San Pedro",2025-01-03 19:00:00,7.2,80
"EST01","San Pedro",2025-01-03 19:15:00,15.6,76
"EST01","San Pedro",2025-01-03 19:30:00,17.2,82
"EST01","San Pedro",2025-01-03 19:45:00,15.8,84
"EST01","San Pedro",2025-01-03 20:00:00,16.3,71
"EST01","San Pedro",2025-01-03 20:15:00,17.3,79
"EST01","San Pedro",2025-01-03 20:30:00,15.1,70
"EST01","San Pedro",2025-01-03 20:45:00,20.4,81
"EST01","San Pedro",2025-01-03 21:00:00,18.1,73
"EST01","San Pedro",2025-01-03 21:15:00,13.2,66
"EST01","San Pedro",2025-01-03 21:30:00,21.4,70
"EST01","San Pedro",2025-01-03 21:45:00,21.1,69
"EST01","San Pedro",2025-01-03 22:00:00,20.3,74
"EST01","San Pedro",2025-01-03 22:15:00,13.1,68
"EST01","San Pedro",2025-01-03 22:30:00,16.7,73
"EST01","San Pedro",2025-01-03 22:45:00,20.6,62
"EST01","San Pedro",2025-01-03 23:00:00,19.2,59
"EST01","San Pedro",2025-01-03 23:15:00,20.4,77
"EST01","San Pedro",2025-01-03 23:30:00,27.1,69
"EST01","San Pedro",2025-01-03 23:45:00,17.5,62
"EST01","San Pedro",2025-01-04,14,62
"EST01","San Pedro",2025-01-04 00:15:00,21.5,72
"EST01","San Pedro",2025-01-04 00:30:00,18.9,70
"EST01","San Pedro",2025-01-04 00:45:00,22.6,55
"EST01","San Pedro",2025-01-04 01:00:00,19.2,62
"EST01","San Pedro",2025-01-04 01:15:00,28.5,65
"EST01","San Pedro",2025-01-04 01:30:00,21.8,58
"EST01","San Pedro",2025-01-04 01:45:00,21.1,57
"EST01","San Pedro",2025-01-04 02:00:00,22.3,60
"EST01","San Pedro",2025-01-04 02:15:00,25.6,64
"EST01","San Pedro",2025-01-04 02:30:00,23.6,63
"EST01","San Pedro",2025-01-04 02:45:00,18.7,53
"EST01","San Pedro",2025-01-04 03:00:00,23.7,54
"EST01","San Pedro",2025-01-04 03:15:00,26.2,54
"EST01","San Pedro",2025-01-04 03:30:00,24.3,52
"EST01","San Pedro",2025-01-04 03:45:00,26.5,58
"EST01","San Pedro",2025-01-04 04:00:00,24,55
"EST01","San Pedro",2025-01-04 04:15:00,24.4,51
"EST01","San Pedro",2025-01-04 04:30:00,26.2,46
"EST01","San Pedro",2025-01-04 04:45:00,27.8,56
"EST01","San Pedro",2025-01-04 05:00:00,21.2,51
"EST01","San Pedro",2025-01-04 05:15:00,24.9,45
"EST01","San Pedro",2025-01-04 05:30:00,24.8,49
"EST01","San Pedro",2025-01-04 05:45:00,22.7,58
"EST01","San Pedro",2025-01-04 06:00:00,21.9,56
"EST01","San Pedro",2025-01-04 06:15:00,23.1,46
"EST01","San Pedro",2025-01-04 06:30:00,26.7,45
"EST01","San Pedro",2025-01-04 06:45:00,23.6,53
"EST01","San Pedro",2025-01-04 07:00:00,22.4,52
"EST01","San Pedro",2025-01-04 07:15:00,25.1,54
"EST01","San Pedro",2025-01-04 07:30:00,20.8,56
"EST01","San Pedro",2025-01-04 07:45:00,27.5,38
"EST01","San Pedro",2025-01-04 08:00:00,22.7,52
"EST01","San Pedro",2025-01-04 08:15:00,24.5,54
"EST01","San Pedro",2025-01-04 08:30:00,23.9,57
"EST01","San Pedro",2025-01-04 08:45:00,23.5,58
"EST01","San Pedro",2025-01-04 09:00:00,28.7,64
"EST01","San Pedro",2025-01-04 09:15:00,20.6,54
"EST01","San Pedro",2025-01-04 09:30:00,26.2,62
"EST01","San Pedro",2025-01-04 09:45:00,22.6,58
"EST01","San Pedro",2025-01-04 10:00:00,19.7,60
"EST01","San Pedro",2025-01-04 10:15:00,21.7,64
"EST01","San Pedro",2025-01-04 10:30:00,23.8,61
"EST01","San Pedro",2025-01-04 10:45:00,20,61
"EST01","San Pedro",2025-01-04 11:00:00,18.7,56
"EST01","San Pedro",2025-01-04 11:15:00,21.1,60
"EST01","San Pedro",2025-01-04 11:30:00,23.3,58
"EST01","San Pedro",2025-01-04 11:45:00,19.8,66
"EST01","San Pedro",2025-01-04 12:00:00,15.5,66
"EST01","San Pedro",2025-01-04 12:15:00,15.4,71
"EST01","San Pedro",2025-01-04 12:30:00,16.7,61
"EST01","San Pedro",2025-01-04 12:45:00,17.1,61
"EST01","San Pedro",2025-01-04 13:00:00,18.3,57
"EST01","San Pedro",2025-01-04 13:15:00,20.1,73
"EST01","San Pedro",2025-01-04 13:30:00,16.5,69
"EST01","San Pedro",2025-01-04 13:45:00,14.2,71
"EST01","San Pedro",2025-01-04 14:00:00,19,78
"EST01","San Pedro",2025-01-04 14:15:00,17.8,78
"EST01","San Pedro",2025-01-04 14:30:00,20.2,70
"EST01","San Pedro",2025-01-04 14:45:00,11.4,81
"EST01","San Pedro",2025-01-04 15:00:00,16.5,65
"EST01","San Pedro",2025-01-04 15:15:00,20.1,78
"EST01","San Pedro",2025-01-04 15:30:00,18,81
"EST01","San Pedro",2025-01-04 15:45:00,13.2,76
"EST01","San Pedro",2025-01-04 16:00:00,17.7,72
"EST01","San Pedro",2025-01-04 16:15:00,12.8,81
"EST01","San Pedro",2025-01-04 16:30:00,13.9,78
"EST01","San Pedro",2025-01-04 16:45:00,18.7,69
"EST01","San Pedro",2025-01-04 17:00:00,14.2,81
"EST01","San Pedro",2025-01-04 17:15:00,17.5,84
"EST01","San Pedro",2025-01-04 17:30:00,14.1,79
"EST01","San Pedro",2025-01-04 17:45:00,10.3,77
"EST01","San Pedro",2025-01-04 18:00:00,12.5,80
"EST01","San Pedro",2025-01-04 18:15:00,11.8,82
"EST01","San Pedro",2025-01-04 18:30:00,13.6,75
"EST01","San Pedro",2025-01-04 18:45:00,14.2,84
"EST01","San Pedro",2025-01-04 19:00:00,14.8,84
"EST01","San Pedro",2025-01-04 19:15:00,14.7,86
"EST01","San Pedro",2025-01-04 19:30:00,21.2,83
"EST01","San Pedro",2025-01-04 19:45:00,11.5,81
"EST01","San Pedro",2025-01-04 20:00:00,14.6,78
"EST01","San Pedro",2025-01-04 20:15:00,17.1,84
"EST01","San Pedro",2025-01-04 20:30:00,21.1,71
"EST01","San Pedro",2025-01-04 20:45:00,16.7,75
"EST01","San Pedro",2025-01-04 21:00:00,20.4,78
"EST01","San Pedro",2025-01-04 21:15:00,12,81
"EST01","San Pedro",2025-01-04 21:30:00,21.6,74
"EST01","San Pedro",2025-01-04 21:45:00,15.4,75
"EST01","San Pedro",2025-01-04 22:00:00,17,67
"EST01","San Pedro",2025-01-04 22:15:00,14.8,74
"EST01","San Pedro",2025-01-04 22:30:00,18.8,73
"EST01","San Pedro",2025-01-04 22:45:00,24.1,67
"EST01","San Pedro",2025-01-04 23:00:00,26.3,69
"EST01","San Pedro",2025-01-04 23:15:00,16.1,62
"EST01","San Pedro",2025-01-04 23:30:00,21.1,65
"EST01","San Pedro",2025-01-04 23:45:00,24.2,71
"EST01","San Pedro",2025-01-05,19.7,60
"EST01","San Pedro",2025-01-05 00:15:00,20,68
"EST01","San Pedro",2025-01-05 00:30:00,20.1,59
"EST01","San Pedro",2025-01-05 00:45:00,23.1,60
"EST01","San Pedro",2025-01-05 01:00:00,25.8,58
"EST01","San Pedro",2025-01-05 01:15:00,24,59
"EST01","San Pedro",2025-01-05 01:30:00,23.2,61
"EST01","San Pedro",2025-01-05 01:45:00,21.6,48
"EST01","San Pedro",2025-01-05 02:00:00,24.3,51
"EST01","San Pedro",2025-01-05 02:15:00,21.4,51
"EST01","San Pedro",2025-01-05 02:30:00,22.5,55
"EST01","San Pedro",2025-01-05 02:45:00,26.8,57
"EST01","San Pedro",2025-01-05 03:00:00,25.1,59
"EST01","San Pedro",2025-01-05 03:15:00,24.7,64
"EST01","San Pedro",2025-01-05 03:30:00,23.4,55
"EST01","San Pedro",2025-01-05 03:45:00,27.1,39
"EST01","San Pedro",2025-01-05 04:00:00,28.5,55
"EST01","San Pedro",2025-01-05 04:15:00,22,61
"EST01","San Pedro",2025-01-05 04:30:00,24.9,45
"EST01","San Pedro",2025-01-05 04:45:00,25,47
"EST01","San Pedro",2025-01-05 05:00:00,23.2,51
"EST01","San Pedro",2025-01-05 05:15:00,22,45
"EST01","San Pedro",2025-01-05 05:30:00,25,53
"EST01","San Pedro",2025-01-05 05:45:00,27,54
"EST01","San Pedro",2025-01-05 06:00:00,29.4,53
"EST01","San Pedro",2025-01-05 06:15:00,19.2,57
"EST01","San Pedro",2025-01-05 06:30:00,22.8,52
"EST01","San Pedro",2025-01-05 06:45:00,23.9,42
"EST01","San Pedro",2025-01-05 07:00:00,19.7,47
"EST01","San Pedro",2025-01-05 07:15:00,22.4,53
"EST01","San Pedro",2025-01-05 07:30:00,22.2,58
"EST01","San Pedro",2025-01-05 07:45:00,22.2,56
"EST01","San Pedro",2025-01-05 08:00:00,17.6,51
"EST01","San Pedro",2025-01-05 08:15:00,24.6,47
"EST01","San Pedro",2025-01-05 08:30:00,21.9,57
"EST01","San Pedro",2025-01-05 08:45:00,28.1,55
"EST01","San Pedro",2025-01-05 09:00:00,25.7,54
"EST01","San Pedro",2025-01-05 09:15:00,18.7,50
"EST01","San Pedro",2025-01-05 09:30:00,23.1,62
"EST01","San Pedro",2025-01-05 09:45:00,20.7,59
"EST01","San Pedro",2025-01-05 10:00:00,24.9,60
"EST01","San Pedro",2025-01-05 10:15:00,22.1,68
"EST01","San Pedro",2025-01-05 10:30:00,19.9,70
"EST01","San Pedro",2025-01-05 10:45:00,22.6,59
"EST01","San Pedro",2025-01-05 11:00:00,21.4,63
"EST01","San Pedro",2025-01-05 11:15:00,20.2,61
"EST01","San Pedro",2025-01-05 11:30:00,26.4,75
"EST01","San Pedro",2025-01-05 11:45:00,18.4,71
"EST01","San Pedro",2025-01-05 12:00:00,18.3,72
"EST01","San Pedro",2025-01-05 12:15:00,14.7,56
"EST01","San Pedro",2025-01-05 12:30:00,18.9,68
"EST01","San Pedro",2025-01-05 12:45:00,21.4,64
"EST01","San Pedro",2025-01-05 13:00:00,12.2,64
"EST01","San Pedro",2025-01-05 13:15:00,17.3,71
"EST01","San Pedro",2025-01-05 13:30:00,14.2,71
"EST01","San Pedro",2025-01-05 13:45:00,21.8,81
"EST01","San Pedro",2025-01-05 14:00:00,21.3,71
"EST01","San Pedro",2025-01-05 14:15:00,18,80
"EST01","San Pedro",2025-01-05 14:30:00,21,77
"EST01","San Pedro",2025-01-05 14:45:00,13.9,81
"EST01","San Pedro",2025-01-05 15:00:00,19.1,67
"EST01","San Pedro",2025-01-05 15:15:00,14.3,79
"EST01","San Pedro",2025-01-05 15:30:00,16.8,80
"EST01","San Pedro",2025-01-05 15:45:00,14.8,78
"EST01","San Pedro",2025-01-05 16:00:00,14.7,87
"EST01","San Pedro",2025-01-05 16:15:00,17,81
"EST01","San Pedro",2025-01-05 16:30:00,11.4,73
"EST01","San Pedro",2025-01-05 16:45:00,14.4,83
"EST01","San Pedro",2025-01-05 17:00:00,15.6,69
"EST01","San Pedro",2025-01-05 17:15:00,13.8,75
"EST01","San Pedro",2025-01-05 17:30:00,15.3,75
"EST01","San Pedro",2025-01-05 17:45:00,14,76
"EST01","San Pedro",2025-01-05 18:00:00,19.9,82
"EST01","San Pedro",2025-01-05 18:15:00,17.2,67
"EST01","San Pedro",2025-01-05 18:30:00,24,81
"EST01","San Pedro",2025-01-05 18:45:00,12.8,89
"EST01","San Pedro",2025-01-05 19:00:00,17.7,76
"EST01","San Pedro",2025-01-05 19:15:00,21.7,83
"EST01","San Pedro",2025-01-05 19:30:00,16.4,80
"EST01","San Pedro",2025-01-05 19:45:00,12.4,76
"EST01","San Pedro",2025-01-05 20:00:00,12.8,74
"EST01","San Pedro",2025-01-05 20:15:00,15.9,76
"EST01","San Pedro",2025-01-05 20:30:00,20.2,77
"EST01","San Pedro",2025-01-05 20:45:00,18.7,68
"EST01","San Pedro",2025-01-05 21:00:00,10.3,68
